StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q158_1,Q159_1,Q184_1,Q12_1,Q4_1,Q8_1,Q214_1,Q215_1,Q216_1,Q217_1,Q218_1,Q219_1,Q220_1,Q233_1,Q234_1,Q235_1,Q236_1,Q237_1,Q238_1,Q239_1,Q242_1,Q243_1,Q244_1,Q245_1,Q246_1,Q247_1,Q248_1,Q251_1,Q252_1,Q253_1,Q254_1,Q255_1,Q256_1,Q257_1,Q260_1,Q261_1,Q262_1,Q263_1,Q264_1,Q265_1,Q266_1,Q269_1,Q270_1,Q271_1,Q272_1,Q273_1,Q274_1,Q275_1,Q278_1,Q279_1,Q280_1,Q281_1,Q282_1,Q283_1,Q284_1,Q287_1,Q288_1,Q289_1,Q290_1,Q291_1,Q292_1,Q293_1,Q296_1,Q297_1,Q298_1,Q299_1,Q300_1,Q301_1,Q302_1,Q305_1,Q306_1,Q307_1,Q308_1,Q309_1,Q310_1,Q311_1,Q314_1,Q315_1,Q316_1,Q317_1,Q318_1,Q319_1,Q320_1,Q202_1,Q203_1,Q204_1,Q205_1,Q206_1,Q207,Q208,Q209,Q209,Q210,Q210 - Topics
6/18/18 8:33,6/18/18 8:48,IP Address,192.31.209.50,100,908,TRUE,6/18/18 8:48,R_1dHucYqL36YJ7VC,,,,,40.32449341,-111.9617996,anonymous,EN,,,,,,,,4,3,4,5,5,1,3,,,,,,,,,,,,,,,,,,,,,,3,1,5,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,2,"Pop*'s algorithm seems fairly advanced, but by definition of what he is doing, he cannot be original. He is taking music and lyrics that are already created, and forming them into something new to convey a feeling. The question I have is how Pop* knows that the tweet is is basing his intention off of actually conveys that feeling in the first place? 
Pop* IS making something new out of what he can find, so he is definitely creating new art. In this sense he is creative. Pop*'s limitation is obviously that it is a machine without true feelings, so it will be extremely difficult for him to create a masterpiece.",No,No,Absolutely,,
6/18/18 10:11,6/18/18 10:25,IP Address,216.83.132.33,100,865,TRUE,6/18/18 10:25,R_xhFcjDLF3Lj2c6Z,,,,,40.32200623,-111.7466965,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,4,2,,,,,,,,,,,,,,,3,2,3,2,3,,Yes,No,Not sure,"The music wasn't bad, but seemed to struggle for more pattern to it. The tone of the music did seem correlated to intent. The lyrics are a grammatical and comprehension disaster, so not sure what to do about that. :)",
6/18/18 10:47,6/18/18 10:59,IP Address,94.61.165.156,100,712,TRUE,6/18/18 10:59,R_3inhloV23eefcwt,,,,,41.55029297,-8.42010498,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,4,2,4,,,,,,,,4,4,3,4,5,1,5,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,3,"The harmony sequence lies in a very typical structure, and the compositions become a bit too worn off, giving that particular feeling of ""This reminds me of multiple songs"". If the central goal is to create a typical pop song, you may say the machine is being creative, but in a limited pool of options (which usually compose 90% of the pop songs we hear). Maybe the problem is in pop songs, then :P",Yes,No,Not sure,,
6/18/18 10:52,6/18/18 11:00,IP Address,128.187.83.10,100,490,TRUE,6/18/18 11:00,R_3KBlMTpgEKVqNlv,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,4,2,3,,,,,,,,,,,,,,,3,3,4,3,2,,No,No,Absolutely,,
6/18/18 13:50,6/18/18 13:53,IP Address,128.187.83.3,100,193,TRUE,6/18/18 13:53,R_1pKzzaSpHrUGiWW,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,3,3,3,,,,,,,,3,2,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4, ,Yes,Yes,Absolutely,,
6/18/18 18:11,6/18/18 18:18,IP Address,166.70.60.4,100,407,TRUE,6/18/18 18:18,R_1OOCxld1toUqnS0,,,,,40.29029846,-111.7236023,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,3,4,,,,,,,,3,4,3,4,4,,No,Yes,Absolutely,,
6/16/18 14:16,6/18/18 18:27,IP Address,47.188.145.232,100,187856,TRUE,6/18/18 18:27,R_2wGlFkOCSJnTKsz,,,,,32.86199951,-96.59259796,anonymous,EN,2,1,3,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,1,,Yes,No,Not sure,,
6/18/18 22:47,6/18/18 22:54,IP Address,71.199.54.134,100,378,TRUE,6/18/18 22:54,R_3qjHUJVUkF714jU,,,,,41.17869568,-112.0493011,anonymous,EN,2,1,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,,No,Yes,Not sure,,
6/18/18 23:09,6/18/18 23:20,IP Address,98.146.69.7,100,640,TRUE,6/18/18 23:20,R_2wmeDSOhENmBP5S,,,,,47.78919983,-117.0265961,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,3,2,4,,,,,,,,2,1,2,2,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,3,"Pop* seems good at conveying emotion in the music, but not so much at making meaningful lyrics.",No,Yes,Not sure,This is a really cool idea.,
6/19/18 12:44,6/19/18 12:53,IP Address,128.187.112.23,100,546,TRUE,6/19/18 12:53,R_2bPcYVb91A6EYxj,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,4,3,3,3,1,2,2,2,"The musical structure of both sample songs was fairly standard, and too closely related to each other to conclusively demonstrate much creative ability. And it struggled making lyrics that seem coherent and listenable (its best rhymes were all the -ing words, with accents on the -ings).",Yes,Yes,Not sure,"What a ridiculously complex project! There's a lot more going on ""under the hood"" than I would have thought initially.",
6/19/18 13:19,6/19/18 13:23,IP Address,66.43.16.101,100,279,TRUE,6/19/18 13:23,R_3MrOxy41IX8mpmU,,,,,40.32449341,-111.9617996,anonymous,EN,3,4,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,4,,Yes,No,Not sure,,
6/19/18 14:51,6/19/18 15:01,IP Address,97.75.164.212,100,602,TRUE,6/19/18 15:01,R_uvJzZh6WT3Q7YJz,,,,,40.29690552,-111.694603,anonymous,EN,,,,,,,,3,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,4,3,,,,,,,,,,,,,,,4,1,2,3,3,"the music developed by Pop* is original, but not particularly good. Quantitatively, I would say it is creative. Qualitatively, I would say it is not.",Yes,Yes,Absolutely,,
6/19/18 17:40,6/19/18 17:45,IP Address,67.61.102.187,100,334,TRUE,6/19/18 17:45,R_2WxnL6HQxwAyIvS,,,,,42.90609741,-112.3974991,anonymous,EN,,,,,,,,4,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,,Yes,No,Absolutely,,
6/19/18 17:37,6/19/18 17:54,IP Address,134.50.118.35,100,1006,TRUE,6/19/18 17:54,R_2uEr8T9FH9dMu4F,,,,,42.63949585,-112.313797,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,2,4,1,,,,,,,,1,1,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,3,"The lyrics and melodies were a bit repetitive. They were certainly original in the fact that I hadn't seen those words strung together before in that order though. In fact they almost seemed nonsensical in their construction.  One thing I found nice was that the chords, while all played on quarter notes had a good amount of variety and the chord progressions themselves had an intriguing amount of variety within themselves",Yes,No,Absolutely,Great job!,
6/19/18 17:57,6/19/18 18:10,IP Address,134.50.116.161,100,825,TRUE,6/19/18 18:10,R_1FQgXqYHhgIl9RL,,,,,42.63949585,-112.313797,social,EN,,,,,,,,,,,,,,,5,4,4,3,3,5,2,,,,,,,,2,1,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,4,"The rhythms were great, heard a diminished chord.  Those lyrics we're craY",Yes,No,Absolutely,,
6/19/18 18:14,6/19/18 18:28,IP Address,128.187.83.23,100,823,TRUE,6/19/18 18:28,R_1jCmlZx20fwEo37,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,4,2,,,,,,,,4,5,5,2,4,"There's an entire class here dedicated to discussing whether machines can even be creative, so there's that... But if we assume that the machine can be creative within the confines the creator has set up, then sure, it's creative. It's technically ""making decisions"" on it's own, and the output is catchy. If we define creativity as the ability to make something unique, then the lyrics definitely are creative. They're also not anything a human would produce. So yeah, sure, it's creative.",Yes,No,Not sure,"I mean, usually whether one considers something creative or not depends on how familiar the person is with the architecture. I've heard compositions of ""Bach"" written by a machine trained on his music, and initially thought ""wow that's so creative"", but once I'm more familiar with how it works, I don't have those same feelings. I think it's more likely that the ""creative systems"" we build will be too complicated for a human to really comprehend (a little like deep learning is becoming), and it's at that point that we'll start to consider machines creative.
Also, I was disappointed that your survey didn't work in Firefox, but that's on Qualtrics, not you. Sad.",
6/19/18 19:30,6/19/18 19:35,IP Address,134.50.123.74,100,296,TRUE,6/19/18 19:35,R_2Qn8yLiDh55rqSv,,,,,42.63949585,-112.313797,social,EN,,,,,,,,4,2,4,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,Its designed lyrics don't mean much and often have a repetitive 1st two lines.,Yes,No,Absolutely,Pop could be more adept. Machine learning is indeed difficult but it feels like Pop isn't learning as much as making something and copying itself.,
6/19/18 19:06,6/19/18 19:53,IP Address,142.58.206.100,100,2769,TRUE,6/19/18 19:53,R_2SAeAD0iUgPAgkI,,,,,49.25,-122.9499969,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,4,"It appears Pop* generates music that is somewhat original in its idea and content. Additional,  we can argue that the generated music can be valuable to a specific audience; although I will personally suggest that it is not a great ""pop culture"" taste as it hardly engages me aesthetically.",Yes,No,Absolutely,,
6/19/18 20:06,6/19/18 20:18,IP Address,70.113.110.35,100,739,TRUE,6/19/18 20:18,R_0Nfs11WYVXqPfC9,,,,,30.21980286,-98.3585968,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,3,2,2,,,,,,,,2,1,3,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,1,,Yes,Yes,Not sure,,
6/20/18 9:08,6/20/18 9:17,IP Address,128.187.116.11,100,546,TRUE,6/20/18 9:17,R_1kTTHfHyZVM7kfn,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,4,2,4,3,3,5,3,3,2,"The pieces each contribute, but creativity involves better combining thise peices unto a whole.",No,Yes,Absolutely,,
6/20/18 10:04,6/20/18 10:12,IP Address,67.189.10.156,100,470,TRUE,6/20/18 10:12,R_baxGCypnsrED7fX,,,,,45.70829773,-122.6948013,anonymous,EN,2,1,3,2,3,3,2,,,,,,,,2,1,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,4,"Because it seems to be trying to come up with some thing interesting and different. I'm not sure how successful it actually is, but you can tell it's trying.",Yes,Yes,Not sure,,
6/20/18 10:23,6/20/18 10:28,IP Address,128.187.3.30,100,324,TRUE,6/20/18 10:28,R_Y3VzuzLvqlsrlnP,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,4,3,5,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,,No,No,Absolutely,,
6/13/18 9:38,6/13/18 15:28,IP Address,63.248.141.91,25,21013,FALSE,6/20/18 15:29,R_BX1nNcYtZb1HN29,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:05,6/13/18 16:07,IP Address,66.219.246.74,83,155,FALSE,6/20/18 16:08,R_20OJKAidSRDHiHK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:10,6/13/18 16:13,IP Address,174.208.3.241,76,135,FALSE,6/20/18 16:13,R_3ewMH7UMK4qNldg,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:14,6/13/18 16:15,IP Address,73.103.44.42,76,18,FALSE,6/20/18 16:15,R_2Cj5QWctiXp1JDz,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:13,6/13/18 16:15,IP Address,128.187.112.9,76,147,FALSE,6/20/18 16:16,R_1eCPviBb6Uo0PbU,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:17,6/13/18 16:19,IP Address,128.187.116.6,83,108,FALSE,6/20/18 16:19,R_UaxwgZbLOYJ0ATL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:20,6/13/18 16:21,IP Address,24.234.210.51,76,34,FALSE,6/20/18 16:21,R_2b0GJDgxgBlYCUX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:21,6/13/18 16:23,IP Address,128.187.116.29,76,92,FALSE,6/20/18 16:23,R_2DV78bTvfEH0NfH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:30,6/13/18 16:32,IP Address,66.43.26.1,76,97,FALSE,6/20/18 16:32,R_uqUzbs0aOIhHHsR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:36,6/13/18 16:36,IP Address,67.139.187.132,76,9,FALSE,6/20/18 16:36,R_2CkYIWPUie3oyKF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:36,6/13/18 16:36,IP Address,107.77.230.36,76,16,FALSE,6/20/18 16:36,R_BssLjepmQwfMB5D,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:39,6/13/18 16:40,IP Address,198.208.72.15,76,19,FALSE,6/20/18 16:40,R_3pbyOfub8mEWyRu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:46,6/13/18 16:47,IP Address,167.220.60.21,76,52,FALSE,6/20/18 16:47,R_3LbzFcB2ui9sYTS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:48,6/13/18 16:49,IP Address,128.187.116.10,76,36,FALSE,6/20/18 16:49,R_322yt9tH0QU94l2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:48,6/13/18 16:50,IP Address,76.126.227.68,83,109,FALSE,6/20/18 16:50,R_3LXQHKmMkLSquXM,,,,,,,social,EN,3,2,2,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:57,6/13/18 16:59,IP Address,67.171.221.99,76,92,FALSE,6/20/18 16:59,R_1g2d59FGJHtgeqE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:00,6/13/18 17:01,IP Address,173.209.212.152,76,64,FALSE,6/20/18 17:01,R_1jTGWgvRPfJbxtn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:03,6/13/18 17:03,IP Address,65.130.246.67,76,18,FALSE,6/20/18 17:03,R_1iqb3UKEgo0tpok,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 16:12,6/13/18 17:16,IP Address,128.187.116.19,76,3880,FALSE,6/20/18 17:16,R_1ozhgmKDLBPRh78,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:18,6/13/18 17:27,IP Address,66.7.124.143,91,549,FALSE,6/20/18 17:27,R_24FNsjHUWsoGXLI,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,2,4,,,,,,,,3,1,3,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:33,6/13/18 17:34,IP Address,172.56.40.137,76,54,FALSE,6/20/18 17:34,R_1rwCbs6yV94n7Oc,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:46,6/13/18 17:48,IP Address,38.96.222.249,83,129,FALSE,6/20/18 17:49,R_1GxgEPUmwpMcbTo,,,,,,,anonymous,EN,2,3,3,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:49,6/13/18 17:51,IP Address,107.77.227.78,76,98,FALSE,6/20/18 17:51,R_1gASFkNDM1NfPGC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 17:54,6/13/18 17:54,IP Address,172.58.46.152,76,9,FALSE,6/20/18 17:54,R_RaeIZ4oKP4iDUOZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 19:02,6/13/18 19:03,IP Address,45.56.47.75,76,77,FALSE,6/20/18 19:03,R_1irjHFmEdPjfi44,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 19:27,6/13/18 19:27,IP Address,67.222.231.150,76,8,FALSE,6/20/18 19:27,R_9mktRgtdxQuLKZX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 19:37,6/13/18 19:38,IP Address,67.169.251.221,76,4,FALSE,6/20/18 19:38,R_3e2ZzPcOm0FR2JP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 19:41,6/13/18 19:41,IP Address,67.172.238.75,76,5,FALSE,6/20/18 19:41,R_129egynbYNlU1PH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 19:43,6/13/18 19:43,IP Address,73.65.150.214,76,22,FALSE,6/20/18 19:43,R_VVkrXs4IjvAvhZL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 18:19,6/13/18 20:28,IP Address,139.60.71.250,76,7782,FALSE,6/20/18 20:29,R_7aIyVuNOkVQjFWF,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/18 20:18,6/20/18 20:31,IP Address,199.68.53.22,100,785,TRUE,6/20/18 20:31,R_1Q6Lb3SEI7BvUac,,,,,43.69549561,-111.8785019,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,2,4,3,,,,,,,,,,,,,,,2,4,4,1,3,,Yes,No,Absolutely,,
6/13/18 20:39,6/13/18 20:41,IP Address,73.11.16.225,83,155,FALSE,6/20/18 20:41,R_2A0z62DHpHNSbDj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 21:22,6/13/18 21:24,IP Address,96.19.144.153,76,133,FALSE,6/20/18 21:25,R_3s4V9LOJUlJwhvA,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 21:28,6/13/18 21:31,IP Address,66.219.236.172,76,138,FALSE,6/20/18 21:31,R_2UaWncQVtH6gBjI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 21:30,6/13/18 21:32,IP Address,67.163.64.174,76,147,FALSE,6/20/18 21:32,R_5A9m31U2mlSI1qN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 22:01,6/13/18 22:04,IP Address,68.104.137.61,76,171,FALSE,6/20/18 22:04,R_3nGBrJx3QnZ9fwz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 22:02,6/13/18 22:05,IP Address,68.104.137.61,83,163,FALSE,6/20/18 22:05,R_3svm4HxjVuU9tQs,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 22:07,6/13/18 22:07,IP Address,72.143.221.3,76,14,FALSE,6/20/18 22:07,R_2dildJ92wDm0BkW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/18 22:04,6/13/18 22:09,IP Address,99.113.58.116,91,298,FALSE,6/20/18 22:09,R_2PbTZBaects8DWi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,3,3,,,,,,,,,,,,,,,3,3,4,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
